data,label
"[b'sexualgxfs', b'one', b'followers', b'httptcoftjlxnct', b'somebody', b'bitch', b'dont']",1
"[b'shaajenkins', b'if', b'ya', b'bitch', b'always', b'bitching', b'clearly', b'care', b'or', b'annoying', b'bitch']",1
"[b'shantaughther', b'these', b'catfish', b'hoes', b'thinkin', b'slick', b'but', b'niggas', b'catching']",1
"[b'shewenttojordan', b'cant', b'worry', b'bitch', b'aint', b'worried', b'bout', b'real']",1
"[b'showarrive', b'side', b'hoes', b'insecure', b'niggas', b'cant', b'handle', b'real', b'one']",1
"[b'shunstokes', b'rt', b'bluprint', b'lmao', b'this', b'bitch', b'come', b'scooting', b'tent', b'like', b'fuck', b'shit']",1
"[b'shunstokes', b'my', b'cousin', b'said', b'share', b'hoes', b'brothers', b'he', b'said', b'sharing', b'caring', b'love', b'brothers']",1
"[b'slimgirlprobz', b'im', b'hungry', b'ionn', b'wanna', b'spend', b'money', b'foodbroke', b'hoe', b'problems']",1
"[b'smeegbaby', b'dese', b'hoes', b'lyin', b'us', b'nigga']",1
"[b'snakecharmsdump', b'httptcobdqzcv', b'oh', b'yeah', b'fuck', b'bitch']",1
"[b'sportscenter', b'eli', b'manning', b'threw', b'nflleading', b'th', b'interception', b'season', b'lmao', b'trash']",2
"[b'sportscenter', b'usc', b'senior', b'rb', b'anthony', b'brown', b'calls', b'head', b'coach', b'steve', b'sarkisian', b'racist', b'quits', b'team', b'httptcojoosdsubir', b'hes', b'bitch']",2
"[b'stellatex', b'guess', b'i', b'also', b'zero', b'time', b'mansplaining', b'adios', b'stfu', b'pussy']",1
"[b'stephenwildboy', b'chilling', b'httptcomikipnle', b'sexy', b'scally', b'lad']",2
"[b'strap', b'i', b'aint', b'sharing', b'bitch', b'mines', b'mines']",1
"[b'sukmysweetness', b'money', b'impress', b'simple', b'broke', b'bitches']",1
"[b'sylvieamx', b'pisces', b'never', b'anybodys', b'bitch', b'dont', b'let', b'people', b'control', b'change', b'rigghhht']",1
"[b'teejonez', b'stanleys', b'kingcuh', b'tuku', b'ho', b'idk', b'blah', b'blah', b'blah']",2
"[b'teejonez', b'kingcuh', b'stanleys', b'im', b'mad', b'cuh', b'hahaha', b'suure', b'tuku', b'ho', b'ita']",2
"[b'tayknosbest', b'these', b'hoes', b'crazy']",1
"[b'taylorrbabee', b'you', b'aint', b'ever', b'gonna', b'slice', b'bitch', b'kevin', b'hart']",1
"[b'thatniggatroy', b'oomf', b'fuckin', b'fine', b'tho', b'dam', b'dont', b'bitch']",1
"[b'thegamerkingkev', b'i', b'wonder', b'girl', b'gave', b'head', b'boys', b'drink', b'magaluf', b'twitter', b'probly', b'sends', b'nudes', b'fags']",1
"[b'thenewsat', b'newsatquestions', b'yeah', b'bitch', b'yeah', b'bitch', b'call', b'maybe', b'b', b'steveo', b'c', b'later', b'jesse', b'pinkman', b'machinegunkelly']",1
"[b'thenymphotweets', b'hickies', b'thighs', b'right', b'pussy', b'gtgtgt', b'its', b'right']",1
"[b'theonemissluu', b'would', b'still', b'love', b'im', b'longer', b'young', b'beautiful', b'no', b'ugly', b'monkey', b'ass']",1
"[b'therealrickyb', b'jetsandaswisher', b'gook', b'yall', b'come', b'frontbitch', b'i', b'aint', b'coming']",1
"[b'therealrickyb', b'jetsandaswisher', b'faggot', b'bitch', b'httptcohyyabkeh']",1
"[b'therealistsam', b'madrid', b'yea', b'im', b'ipad', b'i', b'dont', b'work', b'friday', b'lets', b'ball', b'faggot', b'tropicalblanketi', b'work']",1
"[b'theo', b'httptcobyjhoyhmg', b'scally', b'lad', b'would', b'get']",2
"[b'theomaxximus', b'gerryshalloweenparty', b'httptcoycrsrnjhc', b'halloween', b'yesterday', b'stupid', b'nigger']",0
"[b'theomaxximus', b'chrus', b'still', b'supahot', b'tho', b'walks', b'teacher', b'test', b'drops', b'test', b'bitch', b'fohead', b'httptconbvgdssgi']",1
"[b'thornton', b'kantkeepahbytch', b'i', b'love', b'eating', b'pussy', b'lol', b'i', b'never', b'get', b'full', b'lol', b'i', b'eat', b'shit', b'forever', b'lol', b'ever']",1
"[b'tmaccgfg', b'voiceofdstreetz', b'tmaccgfg', b'tizzimarie', b'no', b'slushes', b'hoes', b'nasty', b'anyway', b'famthem', b'hoes', b'taste', b'like', b'meds']",1
"[b'tmaccgfg', b'tizzimarie', b'no', b'slushes', b'hoes', b'nasty', b'anyway', b'fam']",1
"[b'tmaccgfg', b'bobby', b'bitchby', b'bobbyshmurdags', b'getting', b'live', b'fuck', b'hell', b'yea', b'play', b'hoe', b'workout']",1
"[b'trelekidd', b'yo', b'bitch', b'gucci', b'mane', b'rt', b'jabarithegreat', b'my', b'bitch', b'stoner', b'httptcoltlijjpg']",1
"[b'tweetgamelazy', b'i', b'ride', b'bitch', b'handle', b'bars']",1
"[b'tyjoncuffee', b'and', b'aint', b'hoe', b'get', b'traphoussseeeee']",1
"[b'uberfacts', b'sad', b'tv', b'character', b'deaths', b'still', b'bitter', b'httptcoulclfufnc', b'httptcorxyqoosmned', b'stark', b'man']",2
"[b'unholyjack', b'these', b'harbor', b'bitches', b'party', b'bus', b'hoes', b'lol']",1
"[b'vbomb', b'woodchuck', b'pussy', b'love']",1
"[b'veronikahumbert', b'ultraviolence', b'video', b'coming', b'little', b'bitch', b'mtvhottest', b'lana', b'del', b'rey', b'httptcoflbvwqh', b'bitchy', b'promo']",1
"[b'vineforthebyrd', b'on', b'way', b'fuck', b'bitch', b'httpstcolmtfnliy', b'lmfao', b'kittycopter']",1
"[b'wbur', b'a', b'smuggler', b'explains', b'helped', b'fighters', b'along', b'jihadi', b'highway', b'httptcouxanxeawd']",2
"[b'wbeezy', b'quathegreat', b'aww', b'avis', b'look', b'cute', b'together', b'httptcolporcbw', b'i', b'gotta', b'get', b'ike', b'avi', b'bitch']",1
"[b'wbeezy', b'rundrc', b'its', b'simple', b'dont', b'hoedont', b'worry', b'exposed', b'fight', b'mewhy']",1
"[b'wannabekanye', b'whys', b'bitch', b'boosting', b'httptcouodfwtkv', b'her', b'size', b'isnt', b'exactly', b'healthy', b'tho']",1
"[b'withaprettyface', b'nonlykeisha', b'bet', b'bitches', b'kim', b'bye']",1
"[b'xxpdotjdot', b'damn', b'near', b'gotta', b'protect', b'tweets', b'stalkers', b'annoying', b'got', b'dope', b'dick', b'drive', b'bitches', b'loco']",1
"[b'xojennygirl', b'im', b'making', b'marack', b'girlfriend', b'marackaf', b'aye', b'b', b'pullin', b'hoes', b'like', b'taught']",1
"[b'xoxoangiee', b'bruno', b'fag', b'boy', b'love']",1
"[b'yehitsvon', b'rundrc', b'i', b'must', b'bitch', b'sike', b'naw', b'this', b'always', b'beefing']",1
"[b'yankees', b'down', b'yankees', b'look', b'rally', b'bottom', b'th', b'rallycap']",2
"[b'youngricooo', b'wexicanafro', b'dont', b'take', b'advantage', b'nice', b'person', b'hoes', b'everyjuan']",1
"[b'youngricooo', b'happy', b'birthday', b'bitch', b'nigga', b'wexicanafro', b'thanks', b'pal']",1
"[b'youngricooo', b'sad', b'knowing', b'hoes', b'wont', b'fuck', b'bc', b'aint', b'got', b'stacks', b'wait', b'till', b'friday']",1
"[b'yungmigo', b'shanea', b'cinco', b'shit', b'harder', b'fucc', b'niggayee', b'fucc', b'wit', b'rich', b'homie', b'cuz', b'dats', b'ya', b'homeboy', b'fucc', b'nicca']",1
"[b'zoebarton', b'hrheyd', b'ewww', b'i', b'said', b'that', b'last', b'sundayas', b'last', b'sunday', b'i', b'read', b'nigs']",1
"[b'badabing', b'i', b'punch', b'real', b'niggas', b'face', b'cause', b'pussy', b'nigga', b'gonna', b'punch', b'right', b'back', b'strong', b'mush', b'shake']",1
"[b'beedontcare', b'my', b'pussy', b'still', b'fresh', b'lt', b'something', b'stank', b'girls', b'say']",1
"[b'geewillikers', b'ass', b'slapping', b'one', b'greatest', b'things', b'haha', b'i', b'slapped', b'girl', b'ass', b'she', b'got', b'mad', b'i', b'aint', b'get', b'pussy', b'week']",1
"[b'tommycollins', b'wearerichnow', b'buffalobills', b'yeah', b'texans', b'much', b'better', b'fucking', b'retard', b'i', b'see', b'youre', b'mad']",1
"[b'malibubarbie', b'nd', b'wtf', b'dark', b'bitches', b'blonde', b'please', b'have', b'several', b'seats', b'hoe', b'looking', b'like', b'blackampmilds']",1
"[b'sugga', b'theres', b'lane', b'bitches', b'need', b'stay', b'left', b'n', b'get', b'right', b'fuck', b'outta', b'face']",1
"[b'sneakyb', b'i', b'hate', b'boys', b'deny', b'bitches', b'smh']",1
"[b'taradise', b'ya', b'nigs', b'still', b'saying', b'yall', b'dont', b'eat', b'butt', b'with', b'a', b'straight', b'face']",1
"[b'yourewelcome', b'im', b'boss', b'ass', b'bitch', b'needs', b'sit', b'corner']",1
"[b'iwantfranny', b'hes', b'hoe', b'i', b'cant']",1
"[b'prettyflvck', b'me', b'and', b'paul', b'thinkin', b'bout', b'gettin', b'rentals', b'for', b'da', b'weekend', b'oooh', b'shit', b'bitches', b'betta', b'stay', b'da', b'streets']",1
"[b'rapdreams', b'bitches', b'hold', b'nigga', b'get', b'locked', b'nigga', b'go', b'college', b'military', b'different', b'story']",1
"[b'simplycaitlin', b'friends', b'hate', b'ratchet', b'hoe']",1
"[b'adriwadrri', b'no', b'love', b'fuck', b'niggas', b'hoes']",1
"[b'airmaxlad', b'hot', b'meat', b'httptcobrzimkvk', b'sexy', b'fuck', b'scally', b'lad', b'i', b'would', b'love', b'meet', b'trainers']",1
"[b'airmaxlad', b'sniff', b'httptcofhhbbrmybn', b'perved', b'scally', b'lad', b'fuck', b'yeah']",1
"[b'alejandrap', b'these', b'bitches', b'love', b'sosa']",1
"[b'alexissixela', b'whitethunduh', b'i', b'legit', b'watched', b'seconds', b'so', b'did', b'i', b'wtf', b'prob', b'cause', b'retarded', b'smh']",1
"[b'allisonnamaya', b'what', b'i', b'name', b'cat', b'ideas', b'mr', b'pussy']",1
"[b'altosteel', b'httptcotmmhxg', b'woof', b'woof', b'sexy', b'thug', b'boy', b'scally']",1
"[b'ambitiousbree', b'nonlykeisha', b'u', b'see', b'damn', b'phone', b'ringing', b'married', b'bitches', b'makes', b'demands', b'you', b'havent', b'called']",1
"[b'analicialouise', b'tevin', b'favorite', b'sophomore', b'i', b'think', b'hes', b'funny', b'hes', b'really', b'lmaoo', b'hes', b'little', b'hoe']",1
"[b'angelenagoley', b'sex', b'positions', b'httptcontpabmwsm', b'httptcojmhzsczfnaw', b'u', b'call', b'fucking', b'soul', b'outta', b'bitch']",1
"[b'ashlingwilde', b'itsnotadam', b'bored', b'supposed', b'cute', b'faggot', b'sometimes']",0
"[b'ayyeeceee', b'one', b'mans', b'trash', b'another', b'mans', b'treasure']",2
"[b'babineaux', b'i', b'dont', b'got', b'type', b'bad', b'bitches', b'thing', b'i', b'like', b'iongotnotype']",1
"[b'bigbootybishopp', b'whitethunduh', b'lassen', b'cc', b'coach', b'wants', b'feel', b'youll', b'get', b'nig', b'doubt']",0
"[b'bleedingtrap', b'god', b'teeth', b'gold', b'chain', b'white', b'bitches', b'cocaine']",1
"[b'cheetahbluntz', b'its', b'hoe', b'hoe', b'shhhhh']",1
"[b'chieflottahoes', b'in', b'dc', b'call', b'rollers', b'chiraq', b'call', b'thots', b'all', b'across', b'america', b'known', b'hoe']",1
"[b'claytonjenn', b'im', b'gonna', b'miss', b'bitch', b'bus', b'driverno', b'wont', b'dont', b'lie']",1
"[b'coltfortygone', b'hate', b'bitches', b'try', b'put', b'friendzone', b'bitch', b'im', b'tryin', b'score', b'put', b'endzone', b'on', b'my', b'soul']",1
"[b'complexuk', b'ashley', b'young', b'tried', b'deny', b'bird', b'landed', b'mouth', b'gt', b'httptcomlrewgonk', b'httpstcoavchfjrem', b'hahaha']",2
"[b'datfullerkid', b'trevaughnlg', b'yall', b'gimped', b'aint', b'tht', b'bitch', b'huh', b'lol']",1
"[b'deepthroatmike', b'boyssouth', b'take', b'ride', b'httptcohmatjyfgaredneck', b'woof', b'woof']",2
"[b'demieggleton', b'oh', b'god', b'i', b'love', b'victoria', b'mitchell', b'bitches', b'love']",1
"[b'djsliime', b'that', b'long', b'distance', b'shit', b'wack', b'i', b'knew', b'bitch', b'cheating', b'uh', b'oh']",1
"[b'fiirting', b'hes', b'doing', b'it', b'right', b'httptcojzkkivuvjc', b'bitches', b'smh']",1
"[b'fatboyswagg', b'ban', b'dat', b'pussy', b'life', b'amp', b'gotta', b'pay', b'millon', b'dollar', b'fine']",1
"[b'fuckcamoclark', b'roses', b'red', b'violets', b'blue', b'niggers', b'black', b'know', b'thats', b'true', b'dylan']",1
"[b'grillaze', b'sitting', b'window', b'sill', b'window', b'open', b'bird', b'tries', b'fly', b'smacked', b'protecttheanimals', b'peta']",2
"[b'glowstruck', b'but', b'nigga', b'gon', b'nigga', b'nigga', b'you', b'sound', b'fuckin', b'retarded']",1
"[b'greggutfeld', b'video', b'entire', b'media', b'likely', b'mock', b'httptcoxfrcrxwsm', b'crybaby']",2
"[b'gurlimangie', b'itskiaraaaa', b'westyourmajesty', b'im', b'even', b'shy', b'stfu', b'kikis', b'mom', b'hi', b'angelique', b'angelique', b'smiles', b'dips', b'cracker', b'soup']",1
"[b'haitiangold', b'tim', b'tebow', b'got', b'cut', b'every', b'team', b'nfl', b'already', b'got', b'hoes', b'starkville', b'smh']",1
"[b'hazelebaby', b'karma', b'bitch', b'damn', b'godprotectshisangels', b'sips', b'tea']",1
"[b'hornyjhb', b'fuckin', b'hot', b'gym', b'pussy', b'httptcozvymcxquta', b'fuck', b'yeah']",1
"[b'hxhassan', b'jihadi', b'patron', b'hajjaj', b'alajmi', b'arrested', b'kuwait', b'airport', b'httpstcozmlokfwdql']",2
"[b'iampickuplines', b'you', b'call', b'fireman', b'cause', b'i', b'turn', b'hoes']",1
"[b'icrawley', b'i', b'could', b'never', b'bby', b'lil', b'dick', b'thts', b'i', b'got', b'abortion', b'last', b'bitch', b'oh', b'my', b'god']",1
"[b'idntwearcondoms', b'watch', b'women', b'try', b'argue', b'like', b'dick', b'actually', b'fucked', b'pussy', b'i', b'hate', b'bitches']",1
"[b'ilgdaily', b'and', b'smoke', b'weed', b'public', b'fuck', b'cops', b'man', b'wanna', b'dont', b'run', b'come', b'retarded']",1
"[b'itrapwatermelon', b'tweety', b'bird', b'tho', b'httpstcojbnonmnp']",2
"[b'irlfatty', b'pussy', b'sweet', b'like', b'watermelon', b'httptcosklphttog', b'thotermelon']",1
"[b'itscoleharmon', b'when', b'twitter', b'rappers', b'dm', b'trash', b'links', b'httptconmrauqg']",2
"[b'jsadass', b'loud', b'bitches', b'annoy']",1
"[b'jacaxeltlu', b'eventually', b'every', b'bitch', b'turns', b'hoe', b'truuu']",1
"[b'jaimescudi', b'tonybthrz', b'jaimescudi', b'i', b'swear', b'oomf', b'try', b'talking', b'tomorrow', b'barackobama', b'pussy']",1
"[b'jamajam', b'you', b'bitches', b'pretending', b'tf', b'crazy', b'you', b'aint', b'never', b'lied']",1
"[b'jasmyncyniquee', b'whitethunduh', b'k', b'bye', b'hoe', b'um', b'bye']",1
"[b'jayswaggkillah', b'jackies', b'retard', b'blondeproblems', b'at', b'least', b'i', b'make', b'grilled', b'cheese']",0
"[b'jboii', b'ima', b'keep', b'giving', b'pussy', b'ass', b'niggas', b'ah', b'reason', b'hate']",1
"[b'jethromass', b'photo', b'httptcocxrsbvhpw', b'sole', b'heaven']",2
"[b'jgabsss', b'stacey', b'dash', b'httptcopdlgrjol', b'baddest', b'bitch', b'evaaaa']",0
"[b'juicyyyjayyyy', b'side', b'bitch', b'sunday']",1
"[b'keazy', b'facts', b'baldheaded', b'bitch', b'made', b'shit', b'httptcofdyojptxg', b'lmao']",1
"[b'kayreneeee', b'fuck', b'wit', b'us', b'tweakin', b'hoe', b'shmurda']",1
"[b'kazooook', b'we', b'actin', b'like', b'th', b'day', b'wesgodlaflare', b'httptcosgmtevpat', b'spook']",2
"[b'kikistfu', b'ill', b'break', b'lil', b'bitch', b'neck', b'wont', b'even', b'feel', b'sorry', b'savage']",1
"[b'leikant', b'this', b'fucking', b'hot', b'scally', b'sneakersex', b'sockfetish', b'sniff', b'trainersex', b'httptcotubivxbxco', b'love', b'kinky', b'scallies']",1
"[b'likemicah', b'yall', b'dumb', b'ass', b'niggas', b'pressed', b'hoes', b'yall', b'weak', b'fuck', b'fuck', b'weed', b'hoes', b'oreos']",1
"[b'lildurk', b'i', b'turn', b'yo', b'bitch', b'eaterrrrrrrrr']",1
"[b'lildurk', b'i', b'dont', b'trust', b'dese', b'hoes', b'nikki', b'told', b'st', b'i', b'stay', b'fans', b'screen', b'shot', b'asap', b'finna', b'come', b'chiraq', b'shoot', b'sumn']",1
"[b'marackaf', b'whitethunduh', b'aye', b'yall', b'ima', b'tryout', b'bowling', b'team', b'frfr', b'tryouts', b'passed', b'tho', b'theres', b'two', b'retard']",1
"[b'maybe', b'now', b'u', b'got', b'u', b'want', b'bitch', b'enjoy', b'httptcoglqzwtgmj', b'crazy', b'party', b'i', b'would', b'love', b'attend']",1
"[b'metroadlib', b'colored', b'contacts', b'eyes', b'blinders', b'mine', b'cause', b'cant', b'see', b'lmao']",2
"[b'michellewestt', b'facts', b'poonsoaker', b'only', b'dudes', b'hoes', b'say', b'dont', b'got', b'hoes', b'jaustin']",1
"[b'midywidey', b'im', b'rea', b'start', b'smacking', b'bitches', b'period', b'bluffin', b'best']",1
"[b'molssyo', b'lifes', b'bitch', b'die', b'thats', b'get', b'high', b'cause', b'neva', b'know', b'youre', b'gonna', b'go', b'sister', b'perfect']",1
"[b'molssyo', b'one', b'us', b'drugs', b'youre', b'still', b'wrong', b'currieburry', b'hahahahahahah', b'im', b'bitch', b'sometimes']",1
"[b'morgandaylee', b'im', b'feeling', b'pretty', b'fuckin', b'ghetto', b'smh']",1
"[b'nohands', b'tolife', b'nohands', b'dejaaleeann', b'bcoleman', b'swears', b'im', b'man', b'easily', b'easily', b'behind', b'austin', b'nip']",2
"[b'obeyjrock', b'this', b'true', b'ride', b'die', b'bitch', b'httptcobkwhxfkw', b'fuck', b'hahahahah']",1
"[b'oldpicsarchive', b'hgwells', b'charlie', b'chaplin', b'httptcostiddhkwt', b'history', b'photography']",2
"[b'ortizjaylene', b'all', b'i', b'see', b'brunos', b'bitch', b'ass', b'twitter', b'wtf', b'brunos', b'sees', b'drake', b'voice']",1
"[b'ozziegarza', b'whitethunduh', b'im', b'cool', b'faggot', b'chill', b'tf', b'cool', b'nigga']",1
"[b'ozziegarza', b'whitethunduh', b'im', b'sure', b'bitch', b'frfr', b'tf']",1
"[b'poppunksucks', b'twitter', b'source', b'news', b'broadcast', b'fucking', b'retards', b'nbc', b'abc', b'cnn', b'fox', b'etc', b'keeping', b'quiet']",1
"[b'queendulaaa', b'got', b'couple', b'bitches', b'saying', b'know', b'but', b'ima', b'let', b'money', b'talk', b'and', b'im', b'like', b'wwyd']",1
"[b'realfortes', b'grudges', b'weirdosand', b'bitches']",1
"[b'rhythmixx', b'i', b'told', b'mariam', b'cigarettes', b'birthday', b'you', b'also', b'called', b'trash', b'rn']",2
"[b'riananewman', b'edham', b'brownies', b'tonight', b'kind']",2
"[b'rollyup', b'no', b'text', b'back', b'i', b'dont', b'give', b'fuck', b'ill', b'text', b'another', b'bitch', b'damn', b'someone', b'hurt', b'lol']",1
"[b'ronaldiongi', b'ummmmmm', b'okay', b'httptcobvlscik', b'got', b'hoes', b'left', b'right', b'yah', b'thang']",1
"[b'royalswagg', b'using', b'ymxb', b'find', b'slope', b'ass']",1
"[b'rugbysocklad', b'fit', b'lads', b'nice', b'gear', b'httptcothnxxlcm', b'scally', b'lads', b'n', b'trainers', b'would', b'get']",2
"[b'rugbysocklad', b'hell', b'yeah', b'bro', b'httptcoyibudc', b'fuck', b'yeah', b'sexy', b'scally', b'lad', b'hot', b'gear']",1
"[b'rugbysocklad', b'helping', b'mate', b'httptcoemnadoqoj', b'i', b'love', b'scally', b'play', b'fuck', b'yeah']",1
"[b'rugbysocklad', b'lads', b'lads', b'httptcofujcyjof', b'fuck', b'yeah', b'i', b'love', b'scally', b'lad', b'action', b'hot', b'trainers']",1
"[b'savagetwotone', b'next', b'year', b'bitches', b'gonna', b'like', b'gotta', b'promise', b'wont', b'expose']",1
"[b'scallynikelad', b'sleazytwinks', b'so', b'hot', b'rt', b'opcinjen', b'lick', b'bitch', b'httptcojloukqdcom', b'fuck', b'yeah', b'eat', b'trainer', b'u', b'dirty', b'fucker']",1
"[b'sierrabernia', b'tgcincokilby', b'yall', b'think', b'celebrity', b'pussy', b'different', b'locals', b'yeah', b'meghan', b'goods']",1
"[b'sleepyyongguk', b'i', b'saw', b'ajumma', b'walk', b'beginning', b'saying', b'wow', b'trash', b'i', b'cant', b'even', b'listen', b'lmaoo']",2
"[b'sniffsockslad', b'need', b'sox', b'httptcoxydbrchxh', b'fuck', b'yeah', b'i', b'love', b'kinky', b'scally', b'lad', b'w', b'rank', b'sox', b'sneaks']",1
"[b'snoleezey', b'i', b'dont', b'ever', b'expose', b'females', b'like', b'thats', b'childish', b'bitch', b'nigga', b'shiiii']",1
"[b'socass', b'sexilexi', b'socass', b'yasss', b'trys', b'new', b'things', b'bestfriend', b'bitch', b'love']",1
"[b'socass', b'dude', b'remember', b'wop', b'video', b'sexilexi', b'httptcopheuboqbu', b'omg', b'where', b'did', b'you', b'find', b'that']",2
"[b'soxandjox', b'thick', b'raw', b'fuck', b'httptcogrvuhcebn', b'damn', b'man', b'pussy', b'getting', b'workout']",1
"[b'soxdawg', b'rawr', b'rt', b'skinrubberboi', b'my', b'sexy', b'french', b'scally', b'i', b'love', b'frenchscally', b'httptcoidqrakz', b'sexy', b'scally', b'woof', b'woof']",2
"[b'splurgb', b'nothin', b'life', b'free', b'some', b'bitches', b'need', b'write', b'ya', b'panties']",1
"[b'stephencdo', b'currieburry', b'one', b'bitches', b'want', b'burrito', b'u', b'catch', b'potosino', b'huh', b'haha']",1
"[b'talibanshawtyy', b'niggas', b'whole', b'hoes', b'cuz', b'couldnt', b'said', b'better']",1
"[b'theaveragerocks', b'hardcore', b'way', b'eat', b'mac', b'cheese', b'boil', b'water', b'snort', b'cheese', b'powder', b'drink', b'boiling', b'water', b'fuck', b'bitches']",1
"[b'thebravebird', b'yourenotmytype', b'fade', b'perpetually', b'fresher', b'thats', b'real', b'ass', b'bitch', b'rite']",1
"[b'thejudyann', b'annoying', b'bitch', b'i', b'love', b'httptcooxlqvqbrc', b'judyanns', b'so', b'pretty']",1
"[b'thotmouths', b'httptcoaqkgorauxx', b'lmao', b'bitch', b'got', b'huggies']",1
"[b'trestiffer', b'hi', b'bitch', b'no', b'bitch', b'bye', b'bitch', b'httptcorbcrxmrtqp']",1
"[b'trutherbot', b'look', b'like', b'bitch', b'elcapacitor']",1
"[b'whoiscoreyking', b'chase', b'money', b'hoes']",1
